mjd            flux     error
2457517.401290 1.33591 0.0246877
2457517.401352 1.1042 0.0222299
2457517.401414 0.890821 0.0199172
2457517.401476 0.845206 0.0192764
2457517.401538 0.694032 0.0187171
2457517.401599 0.858497 0.0196946
2457517.401661 0.968809 0.0214493
2457517.401723 1.00467 0.0228305
2457517.401785 1.13616 0.0264989
2457517.401847 1.4253 0.0310429
2457517.401909 1.55935 0.0297485
2457517.401971 1.53922 0.0292022
2457517.402033 1.46458 0.0281522
2457517.402095 1.25285 0.025295
2457517.402157 1.15375 0.0243068
2457517.402219 1.23096 0.0243768
2457517.402281 1.51887 0.0285749
2457517.402343 1.70746 0.0336194
2457517.402404 1.75852 0.0363192
2457517.402466 1.62659 0.0311973
2457517.402528 1.68891 0.0303164
2457517.402590 1.57368 0.0291169
2457517.402652 1.41238 0.025806
2457517.402714 1.25077 0.0248572
2457517.402776 0.960651 0.0204893
2457517.402838 0.757302 0.0188418
2457517.402900 0.802273 0.0193393
2457517.402962 0.946849 0.0207352
2457517.403024 1.03859 0.0216498
2457517.403086 1.13738 0.0245445
2457517.403148 1.30855 0.0268835
2457517.403209 1.32521 0.0288988
2457517.403271 1.48853 0.0323727
2457517.403333 1.51692 0.034326
2457517.403395 1.41563 0.0309481
2457517.403457 1.16195 0.0273458
2457517.403519 1.16003 0.0283221
2457517.403581 1.18563 0.0278356
2457517.403643 1.4733 0.0346873
2457517.403705 1.63789 0.0373051
2457517.403767 1.72348 0.0417052
2457517.403829 1.69069 0.0419024
2457517.403891 1.53445 0.0327766
2457517.403953 1.3761 0.0296535
2457517.404014 1.25431 0.0290372
2457517.404076 1.26226 0.0272231
2457517.404138 1.11991 0.0249662
2457517.404200 0.980066 0.0226445
2457517.404262 0.845175 0.0212208
2457517.404324 0.866638 0.0226087
2457517.404386 1.18202 0.0279866
2457517.404448 1.30123 0.0289307
2457517.404510 1.36612 0.0305048
2457517.404572 1.47068 0.0318873
2457517.404634 1.5475 0.0315717
2457517.404696 1.61845 0.0358172
2457517.404758 1.44425 0.0322059
2457517.404819 1.20352 0.0261135
2457517.404881 1.19722 0.0268811
2457517.404943 1.29758 0.0287046
2457517.405005 1.50522 0.0342661
2457517.405067 1.74109 0.0397574
2457517.405129 1.73363 0.038167
2457517.405191 1.68113 0.0455048
2457517.405253 1.68511 0.0416639
2457517.405315 1.48878 0.0386332
2457517.405377 1.36203 0.0344851
2457517.405439 1.21391 0.0289983
2457517.405501 1.10145 0.0260401
2457517.405563 0.77719 0.0215736
2457517.405624 0.519308 0.0195197
2457517.405686 0.725291 0.0224195
2457517.405748 0.885038 0.0244999
2457517.405810 0.948081 0.0253899
2457517.405872 1.05067 0.029964
2457517.405934 1.21525 0.0372296
2457517.405996 1.40277 0.0412271
2457517.406058 1.3015 0.0366175
2457517.406120 1.26624 0.0377167
2457517.406182 1.1846 0.0275173
2457517.406244 1.16747 0.0246131
2457517.406306 1.28231 0.0274112
2457517.406367 1.5148 0.0300258
2457517.406429 1.60958 0.0307741
2457517.406491 1.67984 0.0302613
2457517.406553 1.65447 0.0308018
2457517.406615 1.57631 0.0301315
2457517.406677 1.64946 0.0307512
2457517.406739 1.33532 0.0268601
2457517.406801 1.125 0.0238462
2457517.406863 0.949111 0.0211907
2457517.406925 0.83039 0.0208522
2457517.406987 0.698046 0.0204012
2457517.407049 0.803115 0.0213972
2457517.407111 0.773732 0.0224513
2457517.407172 0.872518 0.0234953
2457517.407234 1.01386 0.0243704
2457517.407296 1.26397 0.0298156
2457517.407358 1.40531 0.02986
2457517.407420 1.40414 0.0298243
2457517.407482 1.47351 0.0300747
2457517.407544 1.33793 0.0274701
2457517.407606 1.22423 0.0259648
2457517.407668 1.31863 0.0269018
2457517.407730 1.40117 0.0296628
2457517.407792 1.45118 0.0306005
2457517.407854 1.51868 0.03215
2457517.407916 1.62315 0.0334444
2457517.407977 1.50977 0.0330604
2457517.408039 1.48233 0.0313305
2457517.408101 1.42223 0.0300213
2457517.408163 1.20418 0.0273693
2457517.408225 0.988679 0.02368
2457517.408287 0.853741 0.0230947
2457517.408349 0.635226 0.0209615
2457517.408411 0.77553 0.022754
2457517.408473 0.846768 0.022371
2457517.408535 0.659856 0.0208658
2457517.408597 0.745981 0.0212883
2457517.408659 1.08015 0.0248501
2457517.408721 1.5059 0.033279
2457517.408782 1.42769 0.0318003
2457517.408844 1.4764 0.0314792
2457517.408906 1.35304 0.0309601
2457517.408968 1.29327 0.0277616
2457517.409030 1.3488 0.0283838
2457517.409092 1.35799 0.0289183
2457517.409154 1.4447 0.0310691
2457517.409216 1.56059 0.0335291
2457517.409278 1.65397 0.0355542
2457517.409340 1.52685 0.0326908
2457517.409402 1.48205 0.0325012
2457517.409464 1.33118 0.0315356
2457517.409526 1.2216 0.0306708
2457517.409587 1.01539 0.0256914
2457517.409649 0.822749 0.0254253
2457517.409711 0.707641 0.0243492
2457517.409773 0.865197 0.0256426
2457517.409835 0.783905 0.0244721
2457517.409897 1.0311 0.0262287
2457517.409959 1.17883 0.0296016
2457517.410021 1.272 0.0316503
2457517.410083 1.51081 0.0371614
2457517.410145 1.3399 0.0315082
2457517.410207 1.44586 0.0329468
2457517.410269 1.20639 0.0281632
2457517.410331 1.30548 0.0287677
2457517.410392 1.40563 0.0330988
2457517.410454 1.44175 0.0353843
2457517.410516 1.69817 0.041824
2457517.410578 1.69341 0.0430253
2457517.410640 1.69073 0.0449409
2457517.410702 1.50779 0.0415369
2457517.410764 1.32342 0.0394654
2457517.410826 1.12867 0.0335195
2457517.410888 1.09379 0.035086
2457517.410950 0.864111 0.027226
2457517.411012 0.855969 0.0302586
2457517.411074 0.833415 0.0309271
2457517.411135 0.978038 0.0335096
2457517.411197 1.06869 0.0365613
2457517.411259 0.825114 0.0310336
2457517.411321 0.929365 0.0341188
2457517.411383 1.2727 0.0418879
2457517.411445 1.46873 0.0524661
2457517.411507 1.57379 0.0514607
2457517.411569 1.48738 0.0540167
2457517.411631 1.19453 0.0421418
2457517.411693 1.20918 0.0404058
2457517.411755 1.24868 0.037895
2457517.411817 1.36397 0.0385331
2457517.411879 1.44419 0.041889
2457517.411940 1.52413 0.0470147
2457517.412002 1.53484 0.050231
2457517.412064 1.60233 0.0521665
2457517.412126 1.45583 0.0460823
2457517.412188 1.42937 0.0437233
2457517.412250 1.33301 0.0428944
2457517.412312 1.08679 0.0375078
2457517.412374 0.838802 0.0321224
2457517.412436 0.784323 0.0284808
2457517.412498 0.758471 0.0295038
2457517.412560 0.62985 0.0303679
2457517.412622 0.625603 0.0291533
2457517.412684 0.868188 0.0346233
2457517.412745 1.12098 0.0417377
2457517.412807 1.43928 0.0522482
2457517.412869 1.43477 0.0502319
2457517.412931 1.52101 0.0541695
2457517.412993 1.30565 0.0498955
2457517.413055 1.18525 0.0416283
2457517.413117 1.22576 0.0442098
2457517.413179 1.39791 0.0532772
2457517.413241 1.30985 0.0529223
2457517.413303 1.47266 0.0578352
2457517.413365 1.55926 0.0715376
2457517.413427 1.49241 0.0657442
2457517.413489 1.46312 0.0715286
2457517.413550 1.22019 0.060216
2457517.413612 1.29589 0.0642638
2457517.413674 1.08256 0.056096
2457517.413736 0.850523 0.0487931
2457517.413798 0.63395 0.0436093
2457517.413860 0.259662 0.0374779
2457517.413922 0.334664 0.0348177
2457517.413984 0.484272 0.0357705
2457517.414046 0.738397 0.0364173
2457517.414108 1.06391 0.0464285
2457517.414170 1.25022 0.0472032
2457517.414232 1.33904 0.0500465
2457517.414294 1.40755 0.0528381
2457517.414355 1.25532 0.0501521
2457517.414417 1.15213 0.044016
2457517.414479 0.984719 0.0395096
2457517.414541 1.13194 0.0432135
2457517.414603 1.28856 0.0481595
2457517.414665 1.37449 0.0532998
2457517.414727 1.43466 0.0584888
2457517.414789 1.58513 0.0651682
2457517.414851 1.4338 0.0586296
2457517.414913 1.33095 0.0547513
2457517.414975 1.36612 0.0536118
2457517.415037 1.02421 0.0439139
2457517.415099 0.765764 0.0365695
2457517.415160 0.460048 0.0310858
2457517.415222 0.355168 0.0302457
2457517.415284 0.439236 0.0301285
2457517.415346 0.288618 0.0259467
2457517.415408 0.195151 0.0263343
2457517.415470 0.827831 0.0367575
2457517.415532 1.20625 0.0474288
2457517.415594 1.19184 0.0465578
2457517.415656 1.30216 0.0513713
2457517.415718 0.995814 0.043999
2457517.415780 0.937916 0.0412042
2457517.415842 0.961748 0.037875
2457517.415904 1.17426 0.0419553
2457517.415965 1.23586 0.0461181
2457517.416027 1.59794 0.0617373
2457517.416089 1.40069 0.0609957
2457517.416151 1.33915 0.0566529
2457517.416213 1.18072 0.0467567
2457517.416275 1.32901 0.0484163
2457517.416337 1.43506 0.0526154
2457517.416399 1.08047 0.0416483
2457517.416461 0.7917 0.0343581
2457517.416523 0.615916 0.0302857
2457517.416585 0.57925 0.0293823
2457517.416647 0.497668 0.0270499
2457517.416708 0.417481 0.0270895
2457517.416770 0.548505 0.027899
2457517.416832 0.87166 0.0341606
2457517.416894 1.23592 0.0448126
2457517.416956 1.242 0.0479428
2457517.417018 1.18609 0.044195
2457517.417080 1.06718 0.0392656
2457517.417142 0.973967 0.0402239
2457517.417204 1.01904 0.0423456
2457517.417266 0.970044 0.0422584
2457517.417328 1.03569 0.042081
2457517.417390 1.12491 0.0486666
2457517.417452 1.31741 0.0562702
2457517.417513 1.37687 0.0550481
2457517.417575 1.29878 0.0514066
2457517.417637 1.29558 0.0543685
2457517.417699 1.27799 0.0520313
2457517.417761 1.03823 0.0439152
2457517.417823 0.69396 0.0378372
2457517.417885 0.633924 0.0322445
2457517.417947 0.555578 0.034502
2457517.418009 0.339887 0.0296424
2457517.418071 0.0505477 0.0278844
2457517.418133 0.00743009 0.0278922
2457517.418195 0.688477 0.0372356
2457517.418257 1.07972 0.0503457
2457517.418318 1.06834 0.05191
2457517.418380 1.13202 0.0494799
2457517.418442 1.00708 0.0429889
2457517.418504 0.993689 0.0475541
2457517.418566 1.05904 0.0552438
2457517.418628 0.947332 0.0558466
2457517.418690 1.17538 0.0640488
2457517.418752 1.29207 0.0770589
2457517.418814 1.23009 0.0743726
2457517.418876 1.35626 0.0804373
2457517.418938 1.11107 0.0666006
2457517.419000 1.12579 0.0718591
2457517.419062 1.2881 0.0800958
2457517.419123 0.894994 0.0631925
2457517.419185 0.729405 0.0564014
2457517.419247 0.453998 0.0462261
2457517.419309 0.111305 0.0377447
2457517.419371 -0.155701 0.0349143
2457517.419433 -0.0856715 0.0361943
2457517.419495 0.299577 0.0425486
2457517.419557 0.726518 0.0598327
2457517.419619 1.10329 0.078098
2457517.419681 0.911698 0.0762856
2457517.419743 0.932049 0.0738664
2457517.419805 0.957148 0.0741234
2457517.419867 0.780522 0.0736947
2457517.419928 0.851431 0.0828832
2457517.419990 0.763029 0.0659863
2457517.420052 0.773172 0.0649241
2457517.420114 0.888337 0.0818077
2457517.420176 0.802542 0.0704047
2457517.420238 1.11798 0.0921913
2457517.420300 1.0625 0.0808438
2457517.420362 1.11504 0.0912386
2457517.420424 1.11617 0.101392
2457517.420486 0.713865 0.0654871
2457517.420548 0.573516 0.0690987
2457517.420610 0.377592 0.0546061
2457517.420672 0.0884283 0.0516922
2457517.420733 0.0701008 0.0465452
2457517.420795 0.128613 0.045788
2457517.420857 0.0890209 0.042391
2457517.420919 0.596064 0.0571884
2457517.420981 0.774339 0.0593927
2457517.421043 0.922599 0.0669951
2457517.421105 0.86828 0.069604
2457517.421167 0.9999 0.0781074
2457517.421229 0.797592 0.0746748
2457517.421291 0.703899 0.0691761
2457517.421353 0.716429 0.0690137
2457517.421415 0.775068 0.0750059
2457517.421476 0.962509 0.0845293
2457517.421538 1.02119 0.100606
2457517.421600 0.886803 0.0829957
2457517.421662 1.00048 0.0835547
2457517.421724 0.96825 0.0846309
2457517.421786 1.09308 0.113621
2457517.421848 0.788261 0.0972877
2457517.421910 0.674953 0.0907319
2457517.421972 0.572706 0.0760377
2457517.422034 0.111744 0.0848394
2457517.422096 0.180208 0.0734465
2457517.422158 -0.156585 0.0567144
2457517.422220 0.201801 0.0675506
2457517.422281 0.524812 0.0969382
2457517.422343 0.894163 0.121863
2457517.422405 0.75638 0.115869
2457517.422467 0.945193 0.129526
2457517.422529 0.976913 0.131908
2457517.422591 0.890641 0.110294
2457517.422653 0.774844 0.104001
2457517.422715 0.677141 0.105783
2457517.422777 0.699238 0.114569
2457517.422839 0.991665 0.148726
2457517.422901 1.04598 0.138454
2457517.422963 0.810712 0.113314
2457517.423025 1.07273 0.128596
2457517.423086 0.974204 0.137709
2457517.423148 1.01152 0.143465
2457517.423210 0.725789 0.111427
2457517.423272 0.588527 0.115496
2457517.423334 0.431677 0.0994601
2457517.423396 0.167534 0.0922707
2457517.423458 -0.10099 0.0739632
2457517.423520 -0.415682 0.0719899
2457517.423582 -0.0848806 0.0716267
2457517.423644 0.548303 0.10077
2457517.423706 0.73564 0.112251
2457517.423768 0.953975 0.141022
2457517.423830 1.0025 0.166843
2457517.423891 0.94915 0.152873
2457517.423953 0.650846 0.142732
2457517.424015 0.814014 0.116851
2457517.424077 0.399721 0.131919
2457517.424139 0.633504 0.11269
2457517.424201 1.35825 0.20677
2457517.424263 1.12461 0.199393
2457517.424325 0.791705 0.146954
2457517.424387 1.30681 0.198932
2457517.424449 0.780745 0.199643
2457517.424511 0.806389 0.185387
2457517.424573 0.940402 0.180925
2457517.424696 0.410661 0.165465
2457517.424758 0.397885 0.142275
2457517.424820 -0.379507 0.10606
2457517.424882 -0.636452 0.0980627
2457517.424944 -0.334109 0.102316
2457517.425006 0.123385 0.110441
2457517.425068 0.780685 0.16137
2457517.425130 0.6321 0.171062
2457517.425192 1.0127 0.218498
2457517.425254 0.585438 0.178258
2457517.425316 0.436368 0.165425
2457517.425378 0.0102915 0.182847
2457517.425625 1.09118 0.291332
